질문,답변
제가 거주하는 지역으로 가야하나요?,"상관없습니다, 가까운곳으로 방문하시면 됩니다."
증인도 필요하다던데요?,증인은 2명 필요합니다.
가족도 가능한가요?,네. 가능합니다.
"네, 알겠습니다.",
,스마트폰 사용하시는 거죠?
"네, 스마트폰으로 하려구요",위택스 앱 다운받으셔서 납부 하시면 됩니다.
주민번호만 있으면 될까요?,주민등록번호와 전자납부번호가 필요합니다.
고지서에 있는 고객번호가 납부번호 인가요?,"네, 맞습니다."
공인인증서는 필요없나요?,"네, 없어도 됩니다."
모든 세금을 다 위택스 낼 수 있나요?,"아니요, 다 적용/맞추어씀되는것은 아닙니다"
그럼 지방세만 가능한가요?,"지방세,주민세등 납부가능합니다"
결재는 카드 결재만 되나요?,"아니요, 계좌이체도 가능합니다."
위택스에 자세한 내용 나와있죠?,위택스 홈페이지에서 확인 할 수 있습니다.
신혼부부를 위한 주택지원사업이  있나요?,지역이 어디신가요?
경기도 안양입니다,어떤게 궁금하신가요?
주택구입시 대출지원이 있을까요?,신혼부부 보금자리론이 있습니다.
알려주세요,결혼하신지 5년이 넘으셨나요?
3년차입니다.,맞벌이 이신가요?
"네, 둘다 직장다닙니다.",두분 연봉이 8500만원이 넘비 않으면 신청가능합니다
평수제한이 있나요?,전용면전 85가 넘지않으면 됩니다.
대출금리는요?,3.5%정도 됩니다
얼마까지 대출이 될까요?,업무 수탁은행에 신청해야 하니 그곳에 문의하시겠어요?
국민은행도 수탁은행일까요?,"네, 맞습니다."
주거래은행이니 거기로 알아봐야겠네요,
,
,
,
,
,
,
,
,저희가 알려드릴수 있는정보는 여기까지입니다
,
문화시설 대관에 대해 알고 문의드립니다.,어느 지역 대관이신가요?
포은아트홀입니다,
,
,
,
,
,
,
,
,해당 홈페이지도 참고해보시면 좋습니다.
성남아트센터에서 공연을 하고싶은데요 ,
,
,
,
,
,
,
,
,
,
임산부 지원에 대해 궁굼합니다.,임신 축하드립니다.
"네, 감사합니다.",경기도는 출산 지원금으로 100만원 지급합니다.
언제 신청하나요?,출산후 1년이내만 하시면 됩니다.
어디에 신청하죠?,주민센타에 신청하시면 됩니다.
,
,
,
,
,산후조리원비 신청 말씀안드렸죠?
,
여기 저기 따로 신청하려면 번거로울것 같아요.,
출산장려금에 대해 알고 싶어요,출산예정일이 언제이신가요?
내년1월입니다.,출산일로부터 1년 이상 여주시에 거주하셨나요?
"네, 2년정도 된것같아요.",출산후에도 계속 여주시에 거주할실 예정이신가요?
네. 그럼요,그럼 지원대상이 되십니다.
얼마나 지원이 되나요?,첫째는 100만원 일시 지급합니다
,셋째인 경우 1000원을 5년에 걸쳐 지급합니다.
한꺼번에 주는줄 알았어요,
,
,
여튼 알겠습니다,
돌봄서비가 있다고 해서 문의드려요,정부의 다함께 돌봄사업이 있습니다.
,
,
,
,
,
,
,
,
귀농하고싶어서 좀 알아보고 싶어서 전화햇습니다.,
,
,
,신청 자격 요건에 따라 신청하셔야 합니다.
귀농 자격은 어덯게 되나요?,만65세 미만이어야 합니다.
나이가 많으면 자격이 안되는군요,최근 5년 이내에 영농경험이 없어야합니다.
,
,
얼마니 지원해주나요?,최대3억까지 대출합니다.
자세하게 물어보고 싶은데요?,주소지 관할 농업기술센터에 문의하세요
난임부부 지원제도가 있다면서요?,"네,난임부부 수술지원가 지원됩니다."
신청하면 다 주나요?,지원기준이 있습니다.
알려주세요?,"기준중위?소득수준?및?가구수,?건강보험료에?따라?지급대상자?선정합니다"
,
,
,
어떻게 지원해주시나요?,경우에 따라 지원금액과 횟수가 다릅니다.
,
,
,보건복지부 콜센타에 다시 문의해주세요
"네, 알겠습니다.",
,
,
,가구원인 몇명이신가요?
3명입니다.,"?3인?이상?가구는167,000원입니다."
취약계층은 소득으로 분류하나요?,생계급여?또는?의료급여?수급자입니다.
한부모가정이라 해당되네요,
,
,더 궁금하신 사항은 에너지관리공단에 문의하시면 됩니다.
"네, 감사합니다.",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,공인인증서는 있으신가요?
네 공인인증서 있어요,회원이라도 공인인증서로 본인 인증절차를 거쳐야 신청 할 수 있습니다
비회원으로 신청하는 방법을 가르쳐 주시겠어요?,네 개인정보 작성을 하셔야 하는데 부정확한 정보입력시 신청이 되지 않으십니다
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
주민신고제도 있나요?,네 4대 불법 주정차를 목격한 사람이라면 누구나 안전신문고 앱을 통해 신고가 가능합니다
신고처리된 차량은 확인 절차가  없나요?,네 담당공무원의 현장 확인없이 즉시 과태료가 부과됩니다
언제부터 신고제가 실시되었나요?,2019년 4월 17일 부터 주민신고제가 시행되었습니다
국민신문고 앱은 회원가입을 해야하나요?,별도의 회원가입없이 신고가능합니다
신고할때 어떻게 신고해야 하나요?,앱을 실행하고 첫 화면에 4대 불법주정차 유형을 선택한 뒤 금지구역에서 1분 이상 간격으로 촬영한 사진 2장을 첨부하시면 됩니다
차 번호가 보이게 찍어야 되지요?,네 그렇습니다
정보 감사합니다,다른 문의 사항 있나요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,다른 문의 사항 있을까요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,사시는 곳이 어디신가요?
신당동에 살고 있습니다,그러면 중구보건소를 이용하시면 됩니다
신당역 근처에 있는 거 본거 같아요,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
올해 별빛 야행 프로그램은 어떤 프로그램이었나요?,별빛야행은 경복궁 소주방에서 전통국악공연을 즐기며 임금님의 수라상을 맛보고 전문가의 해설을 들으며 경복궁 후원도 거닐 수 있는 프로그램입니다
별빛야행의 가격도 알려주시겠어요?,올해 별빛 야행은 4~5만원대로 형성 되었습니다
예약은 어떻게 하죠?,예매는 인터넷 예매하시고 1인 2매까지만 예약가능합니다
전화예매는 받지 않나요?,"전화예매는 국가유공자,외국인,1~3급 장애인의 경우 동반 1인까지 전화예매 가능합니다"
네 정보 감사합니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,다른 문의 사항 있으신가요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,다른 문의 사항 있나요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,다른 문의 사항이 있나요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,다른 문의사항 있으신가요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,다른 문의사항이 있나요?
아니요.없습니다.,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,다른 문의 사항이 있으신가요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,종합지원센터오 일시보호시설을 먼저 얘기해 드려도 될까요?
네 알려주세요,"서울에는 다시서기,브릿지,영등포보현 등 3개의 종합지원센터와 만나샘,옹달샘,햇살보금자리,디딤센터 등 4개의 일시보호시설이 있습니다"
그곳에서는 노숙인들을 위해 어떤 서비스를 제공하나요?,"일시적인 숙식 제공,의료지원,샤워,이미용 서비스를 제공합니다"
종합지원센터나 일시보호시설은 어디에 위치해 있나요?,"서울역 인근에는 다시서기종합지원센터와 만나샘이 있고 시청 을지로 인근에는 브릿지종합지원센터가 있으며 영등포역 인근에 영등포보현종합지원센터와 옹달샘드롭인센터,햇살보금자리가 있고 기타 지역에 디딤센터가 있습니다"
코로나19로 인해 민간 급식소는 문을 닫은 것으로 아는데 맞나요?,네 맞습니다
그런데 이곳은 계속 문을 열고 노숙인에게 숙식을 제공하고 있는 거죠?,네 그렇습니다 민간 급식소가 문을 닫음으로 인해 노숙인들은 새벽에도 밥을 먹기 위해 줄을 길게 서있다고 합니다
네 알겠습니다,다른 문의 사항 있을까요?
아니요 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,"LG전자와 KT엠모바일,하이프라자 4개 기관과 협력으로 어르신 맞츰형 스마트폰 보급에 나서고 있습니다"
그 스마트폰은 화면이 큰가요?,네 6.5인치로 화면이 커서 어르신들이 이용하기 편리합니다
이용료는 얼마나 될까요?,월 2만원 이하로 저렴하게 이용할 수 있습니다
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,공인인증서는 가지고 계신가요?
아니요 없어요,가까운 은행에 가셔서 공인인증서 발급을 받으신후 인터넷으로 발급받으셔야 합니다
지방세 납세 증명서를 세무대리인 명의로 발급받을 수 있나요?,지방세 납세 증명서는 본인이 받으셔야 합니다
정부24에서 회원가입을 해야 서류를 발급 받을 수 있나요?,회원가입을 하지 않은 경우 비회원으로 신청하기 하시면 됩니다
집에서도 출력할 수 있는 거죠?,네 그렇습니다
저는 우선 공인인증서부터 발급받아야 겠군요?,네 맞습니다
,
,
,
,
,공인인증서는 가지고 계신가요?
네 가지고 있습니다,사이트 중간부분에 자주 찾는 서비스가 있습니다 서비스목록에서 보이는 지방세납세증명을 클릭하신후민원신청하기 누르시면 됩니다
아하! 그렇군요,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,올해 6월 1일에 소유자분이 누구셨나요?
저희가 소유주였죠,그러면 재산세도 고객님이 내시는게 맞습니다
그렇군요.몰랐습니다,
,다른 문의 사항 있으실까요?
아니요. 없습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,식품관련업에 종사하실 계획인가요?
네 학교 급식실에 일하려구요,보건증은 1년마다 갱신해야 하는데 학교급식 종사자는 6개월에 한번씩 갱신하셔야 합니다
관할보건소에서 보건증 발급을 하지 않으면 어떻게 해요?,보건소에서 정한 지정병원에 방문하셔서 검사를 받으시고 인터넷으로 보건증 발급신청 하셔도 됩니다
검사는 어떤것을 하나요?,폐결핵여부를 흉부엑스레이로 확인하고 피부질환에 대한 검사와 장티푸스 검사를 합니다
검사가 완료되어야 보건증을 수령할 수 있나요?,네 그렇습니다
병원에서 검사하면 수수료가 더 비싸겠죠?,아무래도 보건소에서 하는 것보단 비쌀 수 있습니다
인터넷 신청하는 방법 좀 알려주시겠어요?,"인터넷으로는 보건소 홈페이지나 공공보건포털,행안부 정부24포털을 통해 발급이 가능해요"
공인인증서도 필요한가요?,공인인증서나 본인명의의 휴대폰 인증절차를 거칩니다
네 알겠습니다,다른 문의사항 있나요?
아니요 없습니다,
,
인터넷으로 발급 받으려면 공인인증서가 필요한가요?,네 그렇습니다
어떤 사이트로 들어가야 세목별과세증명서를 발급받을 수 있나요?,위텍스. 정부24에서 발급받으실 수 있습니다
민원24는 들어봤는데 위택스는 어디서 관리하는 건가요?,위택스는 지방세 관련 내용을 제공하는 사이트인데 행정안전부에서 운영하고 있습니다
그렇군요,
,
,
지하철에서 민원발급기를 봤는데 무인민원발급기에서도 발급받을 수 있나요?,네 무인민원발급기에서도 발급받으실 수 있습니다
무인민원발급기는 수수료가 얼마인가요?,발급비용은 800원입니다
네 정보 감사합니다,
,서초구 구민이신가요?
네 맞습니다,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
행복서초건강검진을 받으려면 미리 예약을 해야 하나요?,아니요 미리 예약할 필요는 없고 평일 오전 9시에서 11시 방문하시면 됩니다
검진결과는 보건소로 다시 받으러 가야하나요?,검진결과는 2주일 내 우편통보하고 인터넷에서 검사결과를 조회가능합니다
건강검진 하려면 금식해야 하나요?,검진 전날 밤 10이후 금식하시면 되고 적당량의 물섭취는 가능하십니다
